Kod,Razem,0 – 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 - 89,90 - 94,95 lat i więcej
P00.0          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P01.0          ,37,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P01.1          ,66,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P01.2          ,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P01.3          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P01.7          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.1          ,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.2          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.3          ,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.5          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.7          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.9          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P03.0          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P03.2          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P03.8          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P05.0          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P05.2          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P07.0          ,91,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P07.1          ,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P07.2          ,331,331,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P07.3          ,42,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P11.0          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P11.9          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P13.1          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P15.0          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P15.8          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P20.0          ,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P20.1          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P21.0          ,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P21.1          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P22.0          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P22.8          ,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P23.3          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P23.4          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P23.9          ,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P24.0          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P25.1          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P26.1          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P26.9          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P27.1          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P27.8          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P28.5          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P29.0          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P29.3          ,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P29.9          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P35.1          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P35.3          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.2          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.3          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.4          ,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.8          ,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.9          ,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P37.1          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P39.2          ,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P39.9          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P50.3          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P51.0          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P52.2          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P52.3          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P52.4          ,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P54.3          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P54.8          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P56.9          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P61.4          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P61.8          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P70.4          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P74.8          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P83.2          ,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P83.3          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P91.8          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P93            ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P96.0          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P96.8          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q00.0          ,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q00.1          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q01.2          ,3,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q01.8          ,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q01.9          ,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q02            ,4,2,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Q03.0          ,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q03.8          ,7,5,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Q03.9          ,10,4,2,-,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
Q04.2          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q04.3          ,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q04.8          ,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q04.9          ,6,2,-,1,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-
Q05.1          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q05.2          ,4,-,1,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q05.3          ,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q05.4          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Q05.9          ,2,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q06.8          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q06.9          ,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q07.0          ,3,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
Q07.8          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q07.9          ,4,3,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q20.0          ,13,9,1,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Q20.1          ,11,10,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q20.3          ,12,11,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q20.4          ,3,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Q20.5          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q20.6          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q20.8          ,8,4,-,-,1,-,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-
Q20.9          ,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q21.0          ,8,5,-,-,-,-,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-
Q21.1          ,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-
Q21.2          ,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q21.3          ,34,26,1,2,-,-,-,1,-,3,-,-,1,-,-,-,-,-,-,-,-
Q21.8          ,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Q21.9          ,5,2,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-
Q22.0          ,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q22.1          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q22.2          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q22.4          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q22.5          ,6,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
Q22.6          ,3,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q22.8          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Q22.9          ,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q23.0          ,6,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
Q23.1          ,2,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Q23.2          ,2,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Q23.3          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q23.4          ,52,49,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Q23.8          ,4,2,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Q23.9          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q24.5          ,6,1,-,-,-,-,-,-,1,2,-,-,2,-,-,-,-,-,-,-,-
Q24.8          ,51,27,4,2,2,2,8,2,3,-,-,1,-,-,-,-,-,-,-,-,-
Q24.9          ,27,22,1,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Q25.0          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q25.1          ,9,7,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-
Q25.2          ,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q25.3          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q25.4          ,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q25.7          ,3,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q25.8          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q26.2          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q26.3          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q26.4          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q26.8          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q27.3          ,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
Q27.9          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q28.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Q28.2          ,2,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Q28.8          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q31.1          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q32.1          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q32.4          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q33.6          ,16,15,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q33.8          ,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q33.9          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q34.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
Q39.1          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q39.2          ,2,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Q40.9          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q41.1          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q43.2          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q43.9          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q44.2          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q44.7          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q45.1          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q60.1          ,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q60.2          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q60.4          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q60.6          ,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q61.1          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q61.2          ,13,-,-,-,-,-,-,-,-,-,1,-,1,-,3,1,3,2,1,1,-
Q61.3          ,7,-,-,-,-,-,-,-,-,-,2,-,1,1,1,2,-,-,-,-,-
Q61.4          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q61.8          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Q61.9          ,3,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-
Q62.0          ,2,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q64.5          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q64.9          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q75.0          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q76.3          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q76.9          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q77.1          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q79.0          ,26,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q79.1          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q79.2          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q79.3          ,7,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
Q79.8          ,3,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
Q79.9          ,4,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q85.0          ,5,-,-,-,-,1,-,-,-,1,1,-,1,-,-,-,-,1,-,-,-
Q85.1          ,2,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Q85.8          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Q86.0          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q87.4          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q87.5          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q87.8          ,30,20,1,-,2,-,1,3,1,2,-,-,-,-,-,-,-,-,-,-,-
Q89.7          ,36,33,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q89.8          ,16,15,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q89.9          ,8,5,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q90.0          ,2,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Q90.2          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q90.9          ,23,2,1,-,-,2,3,1,2,1,3,2,3,3,-,-,-,-,-,-,-
Q91.0          ,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q91.1          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q91.2          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q91.3          ,43,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q91.4          ,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q91.7          ,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q92.8          ,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q92.9          ,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q93.1          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q93.3          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q93.4          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q93.5          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q93.7          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q93.8          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Q99.8          ,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q99.9          ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
R00.1          ,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
R02            ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
R04.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
R04.9          ,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
R09.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
R10.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
R54            ,22456,-,-,-,-,-,-,-,-,-,-,-,-,-,16,88,490,4114,6573,7564,3611
R59.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
R64            ,84,-,-,-,-,-,-,-,-,-,-,-,-,12,12,5,13,17,15,7,3
R95            ,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
R96.0          ,7599,2,-,3,10,19,50,121,162,250,351,626,950,1013,1027,761,633,499,582,398,142
R96.1          ,1969,-,-,1,3,6,11,32,42,50,105,160,245,345,359,220,140,93,83,52,22
R98            ,5766,1,2,-,4,16,37,94,147,243,330,409,612,936,943,724,599,259,223,147,40
R99            ,7300,8,6,4,14,49,93,170,222,322,421,427,677,1113,1135,787,671,520,465,143,53
V01.0          ,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V01.9          ,2,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
V02.0          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V02.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V02.9          ,4,-,-,-,-,-,-,1,-,1,-,-,1,1,-,-,-,-,-,-,-
V03.0          ,14,-,-,-,-,-,2,1,-,-,-,1,1,2,2,3,-,1,1,-,-
V03.1          ,341,1,1,3,10,6,9,13,14,17,25,30,34,44,31,30,22,30,14,5,2
V03.9          ,353,1,4,2,7,11,11,16,21,29,13,29,28,40,28,40,24,29,17,3,-
V04.0          ,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-
V04.1          ,5,-,-,-,-,-,1,-,-,-,-,-,1,1,-,1,-,1,-,-,-
V04.9          ,11,1,-,-,-,-,-,-,-,1,1,-,-,1,4,-,1,1,1,-,-
V05.0          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V05.1          ,101,-,-,-,8,10,12,22,6,11,8,5,6,6,3,-,1,2,-,1,-
V05.9          ,109,-,-,2,8,7,13,8,9,15,11,5,7,10,3,3,-,4,4,-,-
V06.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
V06.9          ,4,-,-,-,-,-,-,-,-,1,-,-,1,-,1,1,-,-,-,-,-
V09.0          ,4,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,1,-,-
V09.1          ,7,-,-,-,-,-,-,-,1,2,-,1,-,-,-,-,1,2,-,-,-
V09.2          ,8,-,-,-,1,-,-,-,-,-,1,-,1,2,-,-,1,-,2,-,-
V09.3          ,52,-,-,-,-,3,1,1,4,2,2,5,4,4,13,3,5,1,3,1,-
V09.9          ,14,-,-,-,-,-,1,-,1,-,1,1,2,3,-,4,-,-,-,1,-
V11.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V11.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V12.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
V12.9          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
V13.0          ,7,-,-,-,-,-,1,1,-,-,-,-,1,2,1,-,1,-,-,-,-
V13.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
V13.4          ,42,-,-,-,-,-,2,2,1,5,4,5,2,5,5,1,5,4,1,-,-
V13.5          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
V13.9          ,129,1,1,7,5,2,4,3,6,7,4,7,19,18,19,11,6,8,-,1,-
V14.4          ,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V14.9          ,3,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-
V15.9          ,5,-,2,-,-,-,-,1,-,-,-,1,-,-,-,1,-,-,-,-,-
V17.0          ,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,1,-,-
V17.5          ,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
V17.9          ,3,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
V18.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V18.2          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V18.4          ,7,-,-,-,-,-,-,-,-,1,1,-,1,-,2,1,-,-,1,-,-
V18.9          ,6,-,-,-,1,-,-,-,-,-,-,2,-,1,-,-,-,2,-,-,-
V19.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
V19.4          ,71,-,-,-,-,10,9,4,8,8,5,7,4,6,7,1,2,-,-,-,-
V19.5          ,25,-,1,2,5,2,-,1,4,-,-,1,4,2,1,-,1,1,-,-,-
V19.6          ,5,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-
V19.8          ,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-
V19.9          ,13,-,1,-,1,-,-,-,-,2,-,1,1,5,-,1,1,-,-,-,-
V20.4          ,2,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V20.9          ,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
V21.9          ,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V22.4          ,2,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
V22.9          ,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V23.0          ,10,-,-,-,-,1,1,2,-,-,1,-,2,1,-,2,-,-,-,-,-
V23.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
V23.4          ,54,-,-,-,4,11,10,8,3,4,2,4,3,1,-,2,-,1,1,-,-
